Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A7ZP72	ARNC_ECO24	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC EcE24377A_2549	Escherichia coli O139:H28 (strain E24377A / ETEC)	322
B1IXT3	ARNC_ECOLC	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC EcolC_1395	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	322
Q9HY64	ARNC_PSEAE	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC PA3553	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	339
Q6D2F0	ARNC_PECAS	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC ECA3145	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	327
A7Z1T2	CFR_BACVZ	reviewed	Ribosomal RNA large subunit methyltransferase Cfr (EC 2.1.1.224) (23S rRNA (adenine(2503)-C(8))-methyltransferase) (23S rRNA m8A2503 methyltransferase)	cfr RBAM_005660	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	349
B1LLL0	ARND_ECOSM	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD EcSMS35_2410	Escherichia coli (strain SMS-3-5 / SECEC)	296
B7LM75	ARND_ESCF3	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD EFER_0913	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	300
B7M5T8	ARND_ECO8A	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD ECIAI1_2332	Escherichia coli O8 (strain IAI1)	296
Q1R9F9	ARND_ECOUT	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD UTI89_C2538	Escherichia coli (strain UTI89 / UPEC)	296
B7UFR8	ARND_ECO27	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD E2348C_2400	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	296
A6V1N9	ARND_PSEA7	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD PSPA7_1590	Pseudomonas aeruginosa (strain PA7)	295
Q6GKR3	BLE_STAAR	reviewed	Bleomycin resistance protein (BRP) (Bleomycin-binding protein)	ble SAR0032	Staphylococcus aureus (strain MRSA252)	132
Q00983	BLL1_PSEAI	reviewed	Beta-lactamase LCR-1 (EC 3.5.2.6)	lcr1	Pseudomonas aeruginosa	260
B4ETL7	ARNA_PROMH	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA PMI1045	Proteus mirabilis (strain HI4320)	660
Q48HZ1	ARNA_PSE14	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA PSPPH_2804	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	663
P0C0R6	ARNA_SALCH	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SCH_2300.1	Salmonella choleraesuis (strain SC-B67)	660
B5FNT9	ARNA_SALDC	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SeD_A2643	Salmonella dublin (strain CT_02021853)	660
P14489	BLO10_PSEAI	reviewed	Beta-lactamase OXA-10 (EC 3.5.2.6) (Beta-lactamase PSE-2)	bla oxa10 pse2	Pseudomonas aeruginosa	266
Q00982	BLO5_PSEAI	reviewed	Beta-lactamase OXA-5 (EC 3.5.2.6)	bla oxa5	Pseudomonas aeruginosa	267
P0A3M4	BLO9_KLEAE	reviewed	Beta-lactamase OXA-9 (EC 3.5.2.6) (Oxacillinase) (Penicillinase)	bla oxa9	Klebsiella aerogenes (Enterobacter aerogenes)	274
Q32DT3	ARNA_SHIDS	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SDY_2451	Shigella dysenteriae serotype 1 (strain Sd197)	660
Q3YZV1	ARNA_SHISS	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SSON_2316	Shigella sonnei (strain Ss046)	660
P19997	BLS_STRMO	reviewed	Blasticidin-S acetyltransferase (EC 2.3.1.-)	bls	Streptomyces morookaense (Streptoverticillium morookaense)	136
Q47066	BLT1_ECOLX	reviewed	Beta-lactamase Toho-1 (EC 3.5.2.6)	bla	Escherichia coli	291
A4SQW7	ARNB_AERS4	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ASA_3307	Aeromonas salmonicida (strain A449)	378
B1IXT4	ARNB_ECOLC	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB EcolC_1396	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	379
C5BDQ4	ARNB_EDWI9	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB NT01EI_1413	Edwardsiella ictaluri (strain 93-146)	381
B5FNT7	ARNB_SALDC	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB SeD_A2641	Salmonella dublin (strain CT_02021853)	379
O33807	BLC4_SALTM	reviewed	Beta-lactamase CTX-M-4 (EC 3.5.2.6) (Cefotaximase 4)	bla	Salmonella typhimurium	291
P94571	BCRC_BACSU	reviewed	Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	bcrC ywoA BSU36530	Bacillus subtilis (strain 168)	193
Q4ZSZ1	ARND_PSEU2	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD Psyr_2692	Pseudomonas syringae pv. syringae (strain B728a)	293
B6I7J8	ARNA_ECOSE	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA ECSE_2514	Escherichia coli (strain SE11)	660
B2VBI9	ARNA_ERWT9	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA ETA_23810	Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99)	660
A6TF98	ARNA_KLEP7	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA KPN78578_38080 KPN_03845	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	661
B7LM76	ARNA_ESCF3	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA EFER_0914	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	660
B5EZH8	ARNA_SALA4	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SeAg_B2435	Salmonella agona (strain SL483)	660
O84955	BLO20_PSEAI	reviewed	Beta-lactamase OXA-20 (EC 3.5.2.6) (Penicillinase)	bla oxa20	Pseudomonas aeruginosa	266
Q31YK2	ARNA_SHIBS	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SBO_2292	Shigella boydii serotype 4 (strain Sb227)	660
Q0T2M8	ARNA_SHIF8	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SFV_2325	Shigella flexneri serotype 5b (strain 8401)	660
Q8D341	ARNA_WIGBR	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA WIGBR1600	Wigglesworthia glossinidia brevipalpis	654
A7FHH4	ARNA_YERP3	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YpsIP31758_1727	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	667
Q03170	BLP1_PSEAI	reviewed	Beta-lactamase PSE-1 (EC 3.5.2.6) (Beta-lactamase CARB-2) (Carbenicillinase 2)	pse1 carB2	Pseudomonas aeruginosa	288
B5YX44	ARNB_ECO5E	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ECH74115_3394	Escherichia coli O157:H7 (strain EC4115 / EHEC)	379
A6V1P2	ARNB_PSEA7	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB PSPA7_1593	Pseudomonas aeruginosa (strain PA7)	382
Q02R23	ARNB_PSEAB	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB PA14_18370	Pseudomonas aeruginosa (strain UCBPP-PA14)	382
P05794	DYR23_ECOLX	reviewed	Dihydrofolate reductase type 2 (EC 1.5.1.3) (Dihydrofolate reductase type II)		Escherichia coli	78
Q48HZ0	ARND_PSE14	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD PSPPH_2805	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	293
Q848S6	BLKPC_KLEOX	reviewed	Carbapenem-hydrolyzing beta-lactamase KPC (EC 3.5.2.6) (Carbapenem-hydrolyzing beta-lactamase KPC-2)	bla kpc kpc2	Klebsiella oxytoca	293
Q6D2F1	ARNA_PECAS	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA ECA3144	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	673
B5RCC4	ARNA_SALG2	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SG2328	Salmonella gallinarum (strain 287/91 / NCTC 13346)	660
Q1C742	ARNA_YERPA	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YPA_1764	Yersinia pestis bv. Antiqua (strain Antiqua)	667
B2K5L3	ARNA_YERPB	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YPTS_2403	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	667
Q8ZDX8	ARNA_YERPE	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YPO2420 y1919 YP_2207	Yersinia pestis	667
P56976	BLR_ECOLI	reviewed	Divisome-associated membrane protein Blr (Beta-lactam resistance protein)	blr b4409 JW5963	Escherichia coli (strain K12)	41
A7ZP71	ARNB_ECO24	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB EcE24377A_2548	Escherichia coli O139:H28 (strain E24377A / ETEC)	379
B7MXT4	ARNB_ECO81	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ECED1_2719	Escherichia coli O81 (strain ED1a)	379
Q0TFI9	ARNB_ECOL5	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ECP_2296	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	379
B4SYW9	ARNB_SALNS	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB SNSL254_A2482	Salmonella newport (strain SL254)	379
C7F8K6	ADET1_ACIBA	reviewed	Probable solute-binding protein AdeT1	adeT1	Acinetobacter baumannii	304
Q9KJC1	ARPC_PSEPU	reviewed	Antibiotic efflux pump outer membrane protein ArpC	arpC	Pseudomonas putida (Arthrobacter siderocapsulatus)	484
P14560	BLA2_STRCI	reviewed	Beta-lactamase 2 (EC 3.5.2.6) (Penicillinase)	blaU	Streptomyces cacaoi	314
Q45726	BLAC_BACTU	reviewed	Beta-lactamase (EC 3.5.2.6) (Penicillinase)	bla	Bacillus thuringiensis	309
A6TF97	ARND_KLEP7	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD KPN78578_38070 KPN_03844	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	300
A2AXI2	CFR_STAWA	reviewed	Ribosomal RNA large subunit methyltransferase Cfr (EC 2.1.1.224) (23S rRNA (adenine(2503)-C(8))-methyltransferase) (23S rRNA m8A2503 methyltransferase)	cfr	Staphylococcus warneri	349
A4TIM4	ARNA_YERPP	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YPDSF_0730	Yersinia pestis (strain Pestoides F)	667
B1JJ30	ARNA_YERPY	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA YPK_1833	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	667
B7M5T5	ARNB_ECO8A	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ECIAI1_2329	Escherichia coli O8 (strain IAI1)	379
Q8FFM3	ARNB_ECOL6	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB c2795	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	379
B2VBJ1	ARNB_ERWT9	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ETA_23830	Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99)	379
A6TFA0	ARNB_KLEP7	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB KPN78578_38100 KPN_03847	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	379
P0A2Y8	ATP6_STRPN	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB atpA uncB SP_1513	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	238
B4ETL5	ARNB_PROMH	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB PMI1043	Proteus mirabilis (strain HI4320)	381
B5EZH6	ARNB_SALA4	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB SeAg_B2433	Salmonella agona (strain SL483)	379
Q3KCC3	ARNB_PSEPF	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB Pfl01_2841	Pseudomonas fluorescens (strain Pf0-1)	382
Q52S23	AACA_ENTFC	reviewed	Bifunctional AAC/APH [Includes: 6'-aminoglycoside N-acetyltransferase (EC 2.3.1.-) (AAC(6')); Aminoglycoside 2''-phosphotransferase (2''-aminoglycoside phosphotransferase) (EC 2.7.1.190) (APH(2''))]	aacA-aphD	Enterococcus faecium (Streptococcus faecium)	479
Q44057	AAC6_ACIHA	reviewed	Aminoglycoside N(6')-acetyltransferase type 1 (EC 2.3.1.82) (AAC(6')-Ig) (Aminoglycoside resistance protein)		Acinetobacter haemolyticus	145
B7MXT5	ARNC_ECO81	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC ECED1_2720	Escherichia coli O81 (strain ED1a)	322
Q02R26	ARND_PSEAB	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD PA14_18340	Pseudomonas aeruginosa (strain UCBPP-PA14)	295
